source,dataset_type,name,google_category_raw,types,google_rating,google_review_count,price_level_raw,price_range,latitude,longitude,address,google_description,google_url,website,google_place_id,sample_reviews,sample_review_ratings,serves_breakfast,serves_lunch,serves_dinner,serves_coffee,serves_dessert,serves_vegetarian_food,serves_beer,serves_wine,takeout,dine_in,delivery,outdoor_seating,search_query,category_norm,ta_matched_name,ta_match_score,ta_rating,ta_review_count,ta_category,ta_description,ta_url,ta_price_range,osm_matched_name,osm_match_score,osm_category,osm_description,osm_latitude,osm_longitude,sugbo_matched_name,sugbo_match_score,sugbo_category,sugbo_description,sugbo_what_to_expect,sugbo_location_text,sugbo_image_url,sugbo_url,drop_reason
Google Places,poi,"Mountain City Lights View Avida Riala Tower 5, IT Park, Cebu City - Deluxe Studio",lodging,"lodging, point_of_interest, establishment",,,,,10.333339700000002,123.90904999999998,"Cebu City, 6000 Cebu, Philippines",,https://maps.google.com/?cid=17689429318761094045&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.bluepillow.com/search/6949a97c5c042e01bace3f5f?dest=bkng&cat=Apartment&lat=10.33334&lng=123.90905&language=en,ChIJl_O_7B-ZqTMRnZsiKD56ffU,,,,,,,,,,,,,,,viewpoints in Cebu,accommodation,Ayala Center Cebu,85.5,4.3,1846.0,Shopping Malls,,https://www.tripadvisor.com/Attraction_Review-g298460-d1475801-Reviews-Ayala_Center_Cebu-Cebu_City_Cebu_Island_Visayas.html,,,0.0,,,,,Cebu Safari and Adventure Park,85.5,garden / nature,"Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport.",https://sugbo.ph/wp-content/uploads/2018/11/cebusafari-1.jpg,https://sugbo.ph/2018/day-tour-guide-cebu-safari/,no_google_rating
Google Places,poi,Cozy Loft Studio with Balcony in Cebu City - Studio with Mountain View,lodging,"lodging, point_of_interest, establishment",,,,,10.3228197,123.883728,"Cebu City, 6000 Cebu, Philippines",,https://maps.google.com/?cid=9798791571304506740&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.bluepillow.com/search/695ea34fac408a6eb70cc58a?dest=bkng&cat=Apartment&lat=10.32282&lng=123.88373&language=en,ChIJgWYlY8ueqTMRdGWykwRN_Ic,,,,,,,,,,,,,,,viewpoints in Cebu,accommodation,Ayala Center Cebu,85.5,4.3,1846.0,Shopping Malls,,https://www.tripadvisor.com/Attraction_Review-g298460-d1475801-Reviews-Ayala_Center_Cebu-Cebu_City_Cebu_Island_Visayas.html,,Mountain View,90.0,viewpoint,,10.3709572,123.871722,Cebu Safari and Adventure Park,85.5,garden / nature,"Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport.",https://sugbo.ph/wp-content/uploads/2018/11/cebusafari-1.jpg,https://sugbo.ph/2018/day-tour-guide-cebu-safari/,no_google_rating
Google Places,poi,Private Place with a Perfect view in Cebu City,lodging,"lodging, point_of_interest, establishment",,,,,10.3012476,123.8781204,"Cebu City, 6000 Cebu, Philippines",,https://maps.google.com/?cid=2606694351692772403&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.agoda.com/private-place-with-a-perfect-view-in-cebu-city/hotel/cebu-ph.html,ChIJ45OcuqmeqTMRMzSqtrPWLCQ,,,,,,,,,,,,,,,viewpoints in Cebu,accommodation,Ayala Center Cebu,85.5,4.3,1846.0,Shopping Malls,,https://www.tripadvisor.com/Attraction_Review-g298460-d1475801-Reviews-Ayala_Center_Cebu-Cebu_City_Cebu_Island_Visayas.html,,,0.0,,,,,Cebu Safari and Adventure Park,85.5,garden / nature,"Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport.",https://sugbo.ph/wp-content/uploads/2018/11/cebusafari-1.jpg,https://sugbo.ph/2018/day-tour-guide-cebu-safari/,no_google_rating
Google Places,poi,Studio Unit with City and Mountain Views of Cebu,lodging,"lodging, point_of_interest, establishment",,,,,10.3317775,123.9034348,"Cebu City, 6000 Cebu, Philippines",,https://maps.google.com/?cid=16799510230036891063&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.agoda.com/breathtaking-views-of-cebu-city-at-the-median/hotel/cebu-ph.html,ChIJ9a1vOSGZqTMRt8Xj7YvZI-k,,,,,,,,,,,,,,,viewpoints in Cebu,accommodation,Ayala Center Cebu,85.5,4.3,1846.0,Shopping Malls,,https://www.tripadvisor.com/Attraction_Review-g298460-d1475801-Reviews-Ayala_Center_Cebu-Cebu_City_Cebu_Island_Visayas.html,,Mountain View,90.0,viewpoint,,10.3709572,123.871722,Cebu Safari and Adventure Park,85.5,garden / nature,"Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport.",https://sugbo.ph/wp-content/uploads/2018/11/cebusafari-1.jpg,https://sugbo.ph/2018/day-tour-guide-cebu-safari/,no_google_rating
Google Places,poi,28th of Sky View Home - Cebu IT Park - One-Bedroom Apartment,lodging,"lodging, point_of_interest, establishment",,,,,10.3332004,123.9087677,"Cebu City, 6000 Cebu, Philippines",,https://maps.google.com/?cid=17345638728882726479&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.bluepillow.com/search/67a22c1b5a2dfa15b181d544?dest=bkng&cat=House&lat=10.3332&lng=123.90877&language=en,ChIJVYVjjR-ZqTMRTyZQ1YUWuPA,,,,,,,,,,,,,,,viewpoints in Cebu,accommodation,Cebu IT Park,90.0,4.5,2.0,Bus Services,,https://www.tripadvisor.com/Attraction_Review-g298460-d26406560-Reviews-Cebu_IT_Park-Cebu_City_Cebu_Island_Visayas.html,,,0.0,,,,,Cebu Safari and Adventure Park,85.5,garden / nature,"Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport.",https://sugbo.ph/wp-content/uploads/2018/11/cebusafari-1.jpg,https://sugbo.ph/2018/day-tour-guide-cebu-safari/,no_google_rating
Google Places,poi,17th of Sky View Home- Cebu IT Park - One-Bedroom Apartment,lodging,"lodging, point_of_interest, establishment",,,,,10.3327999,123.9090729,"Cebu City, 6000 Cebu, Philippines",,https://maps.google.com/?cid=13042368304449149906&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.bluepillow.com/search/67a22b9d5a2dfa15b181b278?dest=bkng&cat=Apartment&lat=10.3328&lng=123.90907&language=en,ChIJ2TnZkB-ZqTMR0luBGN_M_7Q,,,,,,,,,,,,,,,viewpoints in Cebu,accommodation,Cebu IT Park,90.0,4.5,2.0,Bus Services,,https://www.tripadvisor.com/Attraction_Review-g298460-d26406560-Reviews-Cebu_IT_Park-Cebu_City_Cebu_Island_Visayas.html,,,0.0,,,,,Cebu Safari and Adventure Park,85.5,garden / nature,"Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport.",https://sugbo.ph/wp-content/uploads/2018/11/cebusafari-1.jpg,https://sugbo.ph/2018/day-tour-guide-cebu-safari/,no_google_rating
Google Places,poi,17th of Sky View Home- Cebu IT Park - One-Bedroom Apartment,lodging,"lodging, point_of_interest, establishment",,,,,10.3327999,123.9090729,"Cebu City, 6000 Cebu, Philippines",,https://maps.google.com/?cid=15364197258857743269&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.freecancellations.com/search/F2gnQFcHFydUD1EBCg1QQQteVh8zR1JK?lat=10.3328&lng=123.90907&language=en,ChIJ_yfZkB-ZqTMRpQM_AQGYONU,,,,,,,,,,,,,,,viewpoints in Cebu,accommodation,Cebu IT Park,90.0,4.5,2.0,Bus Services,,https://www.tripadvisor.com/Attraction_Review-g298460-d26406560-Reviews-Cebu_IT_Park-Cebu_City_Cebu_Island_Visayas.html,,,0.0,,,,,Cebu Safari and Adventure Park,85.5,garden / nature,"Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport.",https://sugbo.ph/wp-content/uploads/2018/11/cebusafari-1.jpg,https://sugbo.ph/2018/day-tour-guide-cebu-safari/,no_google_rating
Google Places,poi,Park View at Solinea Cebu,lodging,"lodging, point_of_interest, establishment",,,,,10.315671,123.9048462,"Cebu City, 6000 Cebu, Philippines",,https://maps.google.com/?cid=11068732667184992048&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,ChIJfcV1gkCZqTMRMM9SVbcJnJk,,,,,,,,,,,,,,,viewpoints in Cebu,accommodation,National Museum Of The Philippines - Cebu,85.5,4.5,4.0,History Museums,,https://www.tripadvisor.com/Attraction_Review-g298460-d28097797-Reviews-National_Museum_Of_The_Philippines_Cebu-Cebu_City_Cebu_Island_Visayas.html,,,0.0,,,,,Cebu Ocean Park,85.5,park / attraction,"Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center","Over 100 marine species, Water Show, Convention Center","South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport.",https://sugbo.ph/wp-content/uploads/2019/07/Cebu-Ocean-Park-Actual-Photos-1-1024x768.jpg,https://sugbo.ph/2019/cebu-ocean-park/,no_google_rating
Google Places,poi,Cozy Studio in the Heart of Cebu with Rooftop Pool & View,lodging,"lodging, point_of_interest, establishment",,,,,10.3036928,123.89408119999996,"Cebu City, 6000 Cebu, Philippines",,https://maps.google.com/?cid=4797031392019427529&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,ChIJ8xL2H1GZqTMRyTC3oaJ6kkI,,,,,,,,,,,,,,,viewpoints in Cebu,accommodation,Ayala Center Cebu,85.5,4.3,1846.0,Shopping Malls,,https://www.tripadvisor.com/Attraction_Review-g298460-d1475801-Reviews-Ayala_Center_Cebu-Cebu_City_Cebu_Island_Visayas.html,,The New White Gold House Rest,85.5,restaurant,,10.306416,123.9101145,Cebu Safari and Adventure Park,85.5,garden / nature,"Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport.",https://sugbo.ph/wp-content/uploads/2018/11/cebusafari-1.jpg,https://sugbo.ph/2018/day-tour-guide-cebu-safari/,no_google_rating
Google Places,poi,National Museum of Fine Arts,art_museum,"art_museum, tourist_attraction, museum, point_of_interest, establishment",4.7,9268.0,,,14.5870316,120.9810252,"Ground Floor, National Museum of Fine Arts Building, P Padre Burgos Ave, Ermita, Manila, 1000 Metro Manila, Philippines","Massive museum with collections of Filipino fine art, archaeology, botany, natural history & more.",https://maps.google.com/?cid=14971949485996564522&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.nationalmuseum.gov.ph/our-museums/national-museum-of-fine-arts/,ChIJa5tW0CPKlzMRKuDqk7sMx88,"author=Hobart Ferry; rating=5; time=2026-03-10T09:55:15.982702563Z; relative=a month ago; text=We visited the National Museum of Fine Arts and it was really impressive. The place is huge and full of amazing paintings and sculptures by Filipino artists. One of the highlights for me was seeing the famous Spoliarium in person—it’s even more incredible up close. The museum is clean, well organized, and the best part is the entrance is free. Definitely worth visiting if you want to learn more about Filipino art and history. 🎨 || author=Grayson’s Footprint; rating=5; time=2026-02-28T23:48:25.524832446Z; relative=a month ago; text=National Museum of Fine Arts is an impressive and spacious museum that houses a wide collection of Filipino artworks, from iconic masterpieces to modern and contemporary pieces, spread across multiple large floors that can easily take hours to explore. Best of all, admission is totally free, making it very welcoming for everyone. The building is well-maintained and thoughtfully designed with ramps, elevators, and wide walkways, making it highly accessible for seniors and PWDs. It’s peaceful, educational, and a must-visit for anyone who wants to experience Philippine art and culture without spending a peso. || author=monica starke; rating=5; time=2026-02-27T08:50:23.167836752Z; relative=a month ago; text=the National Museum of Fine Arts is a must  visit when in Manila. It’s a good place  to admire art, history, and beautiful architecture.

The building is stunning, with grand halls, high ceilings, and elegant details that make the space feel impressive. The galleries are thoughtfully curated and showcase an incredible collection of Filipino masterpieces.

The museum is well-organized and easy to navigate, with plenty of space to move around comfortably. It’s also free to enter, which makes it an accessible and enriching experience for both locals and visitors.  When we were visiting, there was a long line waiting to enter. We found out that as seniors over 65 we were able to bypass the line, So there was no wait time for us.  The museum seemed to be a popular spot for young people to visit.

Overall, the National Museum of Fine Arts offers a meaningful look into Philippine culture and artistic heritage. It’s a peaceful, inspiring place to spend a few hours while learning more about the country’s history through art. || author=Miguel; rating=5; time=2026-01-07T09:07:06.987641356Z; relative=3 months ago; text=A beautiful experience with free entrance for everyone. Seeing the Spoliarium in person is worth the trip alone. Since the building is huge and filled with so many galleries, you should allocate at least 2 to 3 hours to see it all.
It is best to bring a valid ID for registration and avoid bringing large bags as you will need to leave them at the baggage counter. Once you are finished here, you can easily walk over to the Museum of Natural History nearby to see the 'Tree of Life' structure. || author=Belle; rating=5; time=2025-12-25T07:24:33.881783560Z; relative=4 months ago; text=I visit the National Museum of Fine Arts at least once a year as a way to unwind and reconnect with our history. The museum is filled with powerful stories that reflect the depth of our culture and heritage. I hope that younger generations visit not only to take photos, but also to truly immerse themselves in the richness of the narratives behind each artwork. Introducing more guided tours daily across the National Museums would greatly enhance the experience, as it would help visitors better appreciate and understand the historical and artistic significance of the collections. PS. Spolarium painting was not open to the public when we visited this December 2025.","5,5,5,5,5",,,,,,,,,,,,,museums in Cebu,museum,Temple of Leah,85.5,3.6,638.0,Monuments & Statues,,https://www.tripadvisor.com/Attraction_Review-g298460-d7396423-Reviews-Temple_of_Leah-Cebu_City_Cebu_Island_Visayas.html,,,0.0,,,,,Temple of Leah,85.5,religious / historical,"Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view","Majestic structures, Overlooking view","Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport.",https://sugbo.ph/wp-content/uploads/2016/03/temple-of-leah-cebu1.jpg,https://sugbo.ph/2017/temple-of-leah/,geo_outlier_outside_cebu
